id,title,authors,link,tags,originally_announced_at
11,Higher Schl{ä}fli Formulas and Applications II. Vector-valued differential relations,"['Jean-Marc Schlenker', 'Rabah Souam']",https://arxiv.org/abs/math/0611499,"['math.DG', 'math.GT']","Submitted 6 February, 2008; v1 submitted 16 November, 2006;
      originally announced November 2006."
12,"A model for learning to segment temporal sequences, utilizing a mixture of RNN experts together with adaptive variance","['Jun Namikawa', 'Jun Tani']",https://arxiv.org/abs/0706.1317,['nlin.AO'],"Submitted 17 June, 2008; v1 submitted 9 June, 2007;
      originally announced June 2007."
13,D-optimal Bayesian Interrogation for Parameter and Noise Identification of Recurrent Neural Networks,"['Barnabas Poczos', 'Andras Lorincz']",https://arxiv.org/abs/0801.1883,"['cs.NE', 'cs.IT']","Submitted 12 January, 2008; 
      originally announced January 2008."
14,Learning to imitate stochastic time series in a compositional way by chaos,"['Jun Namikawa', 'Jun Tani']",https://arxiv.org/abs/0805.1795,"['nlin.CD', 'nlin.AO']","Submitted 13 May, 2008; 
      originally announced May 2008."
15,Binarity and multiperiodicity in high-amplitude delta Scuti stars,"['A. Derekas', 'L. L. Kiss', 'T. R. Bedding', 'M. C. B. Ashley', 'B. Csak', 'A. Danos', 'J. M. Fernandez', 'G. Furesz', 'Sz. Meszaros', 'Gy. M. Szabo', 'R. Szakats', 'P. Szekely', 'K. Szatmary']",https://arxiv.org/abs/0812.2139,['astro-ph'],"Submitted 11 December, 2008; 
      originally announced December 2008."
16,An ISO/SWS study of the dust composition around S stars,"['S. Hony', 'A. M. Heras', 'F. J. Molster', 'K. Smolders']",https://arxiv.org/abs/0905.1048,['astro-ph.SR'],"Submitted 7 May, 2009; 
      originally announced May 2009."
17,Infinitary Combinatory Reduction Systems: Confluence,"['Jeroen Ketema', 'Jakob Grue Simonsen']",https://arxiv.org/abs/0910.4081,"['cs.LO', 'cs.PL']","Submitted 20 December, 2009; v1 submitted 21 October, 2009;
      originally announced October 2009."
18,Infinitary Combinatory Reduction Systems: Normalising Reduction Strategies,"['Jeroen Ketema', 'Jakob Grue Simonsen']",https://arxiv.org/abs/0912.4947,['cs.LO'],"Submitted 25 February, 2010; v1 submitted 30 December, 2009;
      originally announced December 2009."
19,"Angular diameter estimation of interferometric calibrators - Example of lambda Gruis, calibrator for VLTI-AMBER","['P. Cruzalebes', 'A. Jorissen', 'S. Sacuto', 'D. Bonneau']",https://arxiv.org/abs/1003.4399,['astro-ph.IM'],"Submitted 23 March, 2010; 
      originally announced March 2010."
20,Deep infrared imaging of close companions to austral A- and F-type stars,"['David Ehrenreich', 'Anne-Marie Lagrange', 'Guillaume Montagnier', 'Gaël Chauvin', 'Franck Galland', 'Jean-Luc Beuzit', 'Julien Rameau']",https://arxiv.org/abs/1007.0002,"['astro-ph.SR', 'astro-ph.EP']","Submitted 30 June, 2010; 
      originally announced July 2010."
21,Radial Velocities and Pulsation Ephemerides of 11 Field RR Lyrae Stars,"['Bi-Qing For', 'George W. Preston', 'Christopher Sneden']",https://arxiv.org/abs/1104.2668,['astro-ph.SR'],"Submitted 14 April, 2011; 
      originally announced April 2011."
22,New Initiatives on RR Lyrae Chemical Compositions,"['Christopher Sneden', 'Bi-Qing For', 'George W. Preston']",https://arxiv.org/abs/1108.5162,['astro-ph.SR'],"Submitted 25 August, 2011; 
      originally announced August 2011."
23,The Chemical Compositions of Variable Field Horizontal Branch Stars: RR Lyrae Stars,"['Bi-Qing For', 'Christopher Sneden', 'George W. Preston']",https://arxiv.org/abs/1110.0548,['astro-ph.SR'],"Submitted 3 October, 2011; 
      originally announced October 2011."
24,Far Ultraviolet Spectroscopy of Three Long Period Nova-Like Variables,"['Alexandra C. Bisol', 'Patrick Godon', 'Edward M. Sion']",https://arxiv.org/abs/1112.3711,['astro-ph.SR'],"Submitted 16 December, 2011; 
      originally announced December 2011."
25,Recognizing recurrent neural networks (rRNN): Bayesian inference for recurrent neural networks,"['Sebastian Bitzer', 'Stefan J. Kiebel']",https://arxiv.org/abs/1201.4339,['q-bio.NC'],"Submitted 20 January, 2012; 
      originally announced January 2012."
26,The Sizes of the Nearest Young Stars,"['Kyle A. McCarthy', 'Russel J. White']",https://arxiv.org/abs/1201.6600,['astro-ph.SR'],"Submitted 31 January, 2012; 
      originally announced January 2012."
27,A New CEMP-s RR Lyrae Star,"['T. D. Kinman', 'W. Aoki', 'T. C. Beers', 'W. R. Brown']",https://arxiv.org/abs/1207.1505,['astro-ph.GA'],"Submitted 5 July, 2012; 
      originally announced July 2012."
28,First starlight spectrum captured using an integrated photonic micro-spectrograph,"['N. Cvetojevic', 'N. Jovanovic', 'C. Betters', 'J. S. Lawrence', 'S. C. Ellis', 'G. Robertson', 'J. Bland-Hawthorn']",https://arxiv.org/abs/1208.4418,"['astro-ph.IM', 'physics.ins-det']","Submitted 21 August, 2012; 
      originally announced August 2012."
29,First Experiments with PowerPlay,"['Rupesh Kumar Srivastava', 'Bas R. Steunebrink', 'Jürgen Schmidhuber']",https://arxiv.org/abs/1210.8385,"['cs.AI', 'cs.LG']","Submitted 31 October, 2012; 
      originally announced October 2012."
30,Sequence Transduction with Recurrent Neural Networks,['Alex Graves'],https://arxiv.org/abs/1211.3711,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 14 November, 2012; 
      originally announced November 2012."
31,On the Lagrangian Structure of the Discrete Isospectral and Isomonodromic Transformations,['Anton Dzhamay'],https://arxiv.org/abs/0711.0570,"['math-ph', 'nlin.SI']","Submitted 12 February, 2013; v1 submitted 5 November, 2007;
      originally announced November 2007."
32,Learning Sequence Neighbourhood Metrics,"['Justin Bayer', 'Christian Osendorfer', 'Patrick van der Smagt']",https://arxiv.org/abs/1109.2034,"['cs.NE', 'cs.LG']","Submitted 22 August, 2013; v1 submitted 9 September, 2011;
      originally announced September 2011."
33,Adaptive Space-Time Decision Feedback Neural Detectors with Data Selection for High-Data Rate Users in DS-CDMA Systems,"['Rodrigo C. de Lamare', 'Raimundo Sampaio-Neto']",https://arxiv.org/abs/1301.5011,['cs.IT'],"Submitted 21 January, 2013; 
      originally announced January 2013."
34,Regularization and nonlinearities for neural language models: when are they needed?,"['Marius Pachitariu', 'Maneesh Sahani']",https://arxiv.org/abs/1301.5650,"['stat.ML', 'cs.LG']","Submitted 20 June, 2013; v1 submitted 23 January, 2013;
      originally announced January 2013."
35,Speech Recognition with Deep Recurrent Neural Networks,"['Alex Graves', 'Abdel-rahman Mohamed', 'Geoffrey Hinton']",https://arxiv.org/abs/1303.5778,"['cs.NE', 'cs.CL']","Submitted 22 March, 2013; 
      originally announced March 2013."
36,Modelling the nucleosynthetic properties of carbon-enhanced metal-poor RR Lyrae stars,"['Richard J. Stancliffe', 'Catherine R. Kennedy', 'Herbert H. B. Lau', 'Timothy C. Beers']",https://arxiv.org/abs/1307.4762,['astro-ph.SR'],"Submitted 17 July, 2013; 
      originally announced July 2013."
37,Guided Self-Organization of Input-Driven Recurrent Neural Networks,"['Oliver Obst', 'Joschka Boedecker']",https://arxiv.org/abs/1309.1524,"['cs.NE', 'cs.AI', 'nlin.AO']","Submitted 5 September, 2013; 
      originally announced September 2013."
38,Spectropolarimetry with the Giant Metrewave Radio Telescope at 610 MHz: a case study of two Southern Compact Group fields,"['J. S. Farnes', 'D. A. Green', 'N. G. Kantharia']",https://arxiv.org/abs/1310.7589,"['astro-ph.IM', 'astro-ph.CO']","Submitted 28 October, 2013; 
      originally announced October 2013."
39,Learning Input and Recurrent Weight Matrices in Echo State Networks,"['Hamid Palangi', 'Li Deng', 'Rabab K Ward']",https://arxiv.org/abs/1311.2987,['cs.LG'],"Submitted 12 November, 2013; 
      originally announced November 2013."
40,Curriculum Learning for Handwritten Text Line Recognition,"['Jérôme Louradour', 'Christopher Kermorvant']",https://arxiv.org/abs/1312.1737,['cs.LG'],"Submitted 5 December, 2013; 
      originally announced December 2013."
41,On Fast Dropout and its Applicability to Recurrent Networks,"['Justin Bayer', 'Christian Osendorfer', 'Daniela Korhammer', 'Nutan Chen', 'Sebastian Urban', 'Patrick van der Smagt']",https://arxiv.org/abs/1311.0701,"['stat.ML', 'cs.LG', 'cs.NE']","Submitted 5 March, 2014; v1 submitted 4 November, 2013;
      originally announced November 2013."
42,Learned-Norm Pooling for Deep Feedforward and Recurrent Neural Networks,"['Caglar Gulcehre', 'Kyunghyun Cho', 'Razvan Pascanu', 'Yoshua Bengio']",https://arxiv.org/abs/1311.1780,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 1 September, 2014; v1 submitted 7 November, 2013;
      originally announced November 2013."
43,A Primal-Dual Method for Training Recurrent Neural Networks Constrained by the Echo-State Property,"['Jianshu Chen', 'Li Deng']",https://arxiv.org/abs/1311.6091,"['cs.LG', 'cs.NE']","Submitted 5 March, 2014; v1 submitted 24 November, 2013;
      originally announced November 2013."
44,Dropout improves Recurrent Neural Networks for Handwriting Recognition,"['Vu Pham', 'Théodore Bluche', 'Christopher Kermorvant', 'Jérôme Louradour']",https://arxiv.org/abs/1312.4569,"['cs.CV', 'cs.LG', 'cs.NE']","Submitted 10 March, 2014; v1 submitted 5 November, 2013;
      originally announced December 2013."
45,How to Construct Deep Recurrent Neural Networks,"['Razvan Pascanu', 'Caglar Gulcehre', 'Kyunghyun Cho', 'Yoshua Bengio']",https://arxiv.org/abs/1312.6026,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 24 April, 2014; v1 submitted 20 December, 2013;
      originally announced December 2013."
46,Long Short-Term Memory Based Recurrent Neural Network Architectures for Large Vocabulary Speech Recognition,"['Haşim Sak', 'Andrew Senior', 'Françoise Beaufays']",https://arxiv.org/abs/1402.1128,"['cs.NE', 'cs.CL', 'cs.LG', 'stat.ML']","Submitted 5 February, 2014; 
      originally announced February 2014."
47,A Clockwork RNN,"['Jan Koutník', 'Klaus Greff', 'Faustino Gomez', 'Jürgen Schmidhuber']",https://arxiv.org/abs/1402.3511,"['cs.NE', 'cs.LG']","Submitted 14 February, 2014; 
      originally announced February 2014."
48,Seven New Carbon-Enhanced Metal-Poor RR Lyrae Stars,"['Catherine R. Kennedy', 'Richard J. Stancliffe', 'Charles Kuehn', 'Timothy C. Beers', 'T. D. Kinman', 'Vinicius M. Placco', 'Henrique Reggiani', 'Silvia Rossi', 'Young Sun Lee']",https://arxiv.org/abs/1404.0120,['astro-ph.SR'],"Submitted 31 March, 2014; 
      originally announced April 2014."
49,Sequential Click Prediction for Sponsored Search with Recurrent Neural Networks,"['Yuyu Zhang', 'Hanjun Dai', 'Chang Xu', 'Jun Feng', 'Taifeng Wang', 'Jiang Bian', 'Bin Wang', 'Tie-Yan Liu']",https://arxiv.org/abs/1404.5772,"['cs.IR', 'cs.LG', 'cs.NE']","Submitted 28 July, 2014; v1 submitted 23 April, 2014;
      originally announced April 2014."
50,Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,"['Kyunghyun Cho', 'Bart van Merrienboer', 'Caglar Gulcehre', 'Dzmitry Bahdanau', 'Fethi Bougares', 'Holger Schwenk', 'Yoshua Bengio']",https://arxiv.org/abs/1406.1078,"['cs.CL', 'cs.LG', 'cs.NE', 'stat.ML']","Submitted 2 September, 2014; v1 submitted 3 June, 2014;
      originally announced June 2014."
51,Large-scale environments of binary AGB stars probed by Herschel. II: Two companions interacting with the wind of pi1 Gruis,"['A. Mayer', 'A. Jorissen', 'C. Paladini', 'F. Kerschbaum', 'D. Pourbaix', 'C. Siopis', 'R. Ottensamer', 'M. Mečina', 'N. L. J. Cox', 'M. A. T. Groenewegen', 'D. Klotz', 'G. Sadowski', 'A. Spang', 'P. Cruzalèbes', 'C. Waelkens']",https://arxiv.org/abs/1408.3965,['astro-ph.SR'],"Submitted 25 August, 2014; v1 submitted 18 August, 2014;
      originally announced August 2014."
52,On the Properties of Neural Machine Translation: Encoder-Decoder Approaches,"['Kyunghyun Cho', 'Bart van Merrienboer', 'Dzmitry Bahdanau', 'Yoshua Bengio']",https://arxiv.org/abs/1409.1259,"['cs.CL', 'stat.ML']","Submitted 7 October, 2014; v1 submitted 3 September, 2014;
      originally announced September 2014."
53,Sequence to Sequence Learning with Neural Networks,"['Ilya Sutskever', 'Oriol Vinyals', 'Quoc V. Le']",https://arxiv.org/abs/1409.3215,"['cs.CL', 'cs.LG']","Submitted 14 December, 2014; v1 submitted 10 September, 2014;
      originally announced September 2014."
54,Explain Images with Multimodal Recurrent Neural Networks,"['Junhua Mao', 'Wei Xu', 'Yi Yang', 'Jiang Wang', 'Alan L. Yuille']",https://arxiv.org/abs/1410.1090,"['cs.CV', 'cs.CL', 'cs.LG']","Submitted 4 October, 2014; 
      originally announced October 2014."
55,Regularizing Recurrent Networks - On Injected Noise and Norm-based Methods,"['Saahil Ognawala', 'Justin Bayer']",https://arxiv.org/abs/1410.5684,"['stat.ML', 'cs.LG']","Submitted 21 October, 2014; 
      originally announced October 2014."
56,A Hybrid Recurrent Neural Network For Music Transcription,"['Siddharth Sigtia', 'Emmanouil Benetos', 'Nicolas Boulanger-Lewandowski', 'Tillman Weyde', ""Artur S. d'Avila Garcez"", 'Simon Dixon']",https://arxiv.org/abs/1411.1623,['cs.LG'],"Submitted 6 November, 2014; 
      originally announced November 2014."
57,Unifying Visual-Semantic Embeddings with Multimodal Neural Language Models,"['Ryan Kiros', 'Ruslan Salakhutdinov', 'Richard S. Zemel']",https://arxiv.org/abs/1411.2539,"['cs.LG', 'cs.CL', 'cs.CV']","Submitted 10 November, 2014; 
      originally announced November 2014."
58,Bach in 2014: Music Composition with Recurrent Neural Network,"['I-Ting Liu', 'Bhiksha Ramakrishnan']",https://arxiv.org/abs/1412.3191,"['cs.AI', 'cs.NE']","Submitted 13 December, 2014; v1 submitted 9 December, 2014;
      originally announced December 2014."
59,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling,"['Junyoung Chung', 'Caglar Gulcehre', 'KyungHyun Cho', 'Yoshua Bengio']",https://arxiv.org/abs/1412.3555,"['cs.NE', 'cs.LG']","Submitted 11 December, 2014; 
      originally announced December 2014."
60,Deep Speech: Scaling up end-to-end speech recognition,"['Awni Hannun', 'Carl Case', 'Jared Casper', 'Bryan Catanzaro', 'Greg Diamos', 'Erich Elsen', 'Ryan Prenger', 'Sanjeev Satheesh', 'Shubho Sengupta', 'Adam Coates', 'Andrew Y. Ng']",https://arxiv.org/abs/1412.5567,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 19 December, 2014; v1 submitted 17 December, 2014;
      originally announced December 2014."
61,Polyphonic Music Generation by Modeling Temporal Dependencies Using a RNN-DBN,"['Kratarth Goel', 'Raunaq Vohra', 'J. K. Sahoo']",https://arxiv.org/abs/1412.7927,"['cs.LG', 'cs.AI', 'cs.NE']","Submitted 26 December, 2014; 
      originally announced December 2014."
62,Recurrent Neural Network Based Hybrid Model of Gene Regulatory Network,"['Khalid Raza', 'Mansaf Alam']",https://arxiv.org/abs/1408.5405,"['cs.NE', 'cs.CE', 'q-bio.MN']","Submitted 13 November, 2015; v1 submitted 22 August, 2014;
      originally announced August 2014."
63,Recurrent Neural Network Regularization,"['Wojciech Zaremba', 'Ilya Sutskever', 'Oriol Vinyals']",https://arxiv.org/abs/1409.2329,['cs.NE'],"Submitted 19 February, 2015; v1 submitted 8 September, 2014;
      originally announced September 2014."
64,Constructing Long Short-Term Memory based Deep Recurrent Neural Networks for Large Vocabulary Speech Recognition,"['Xiangang Li', 'Xihong Wu']",https://arxiv.org/abs/1410.4281,"['cs.CL', 'cs.NE']","Submitted 10 May, 2015; v1 submitted 15 October, 2014;
      originally announced October 2014."
65,Learning to Execute,"['Wojciech Zaremba', 'Ilya Sutskever']",https://arxiv.org/abs/1410.4615,"['cs.NE', 'cs.AI', 'cs.LG']","Submitted 19 February, 2015; v1 submitted 16 October, 2014;
      originally announced October 2014."
66,Fisher Vectors Derived from Hybrid Gaussian-Laplacian Mixture Models for Image Annotation,"['Benjamin Klein', 'Guy Lev', 'Gil Sadeh', 'Lior Wolf']",https://arxiv.org/abs/1411.7399,['cs.CV'],"Submitted 24 January, 2015; v1 submitted 26 November, 2014;
      originally announced November 2014."
67,Skip-gram Language Modeling Using Sparse Non-negative Matrix Probability Estimation,"['Noam Shazeer', 'Joris Pelemans', 'Ciprian Chelba']",https://arxiv.org/abs/1412.1454,"['cs.LG', 'cs.CL']","Submitted 26 June, 2015; v1 submitted 3 December, 2014;
      originally announced December 2014."
68,On Using Very Large Target Vocabulary for Neural Machine Translation,"['Sébastien Jean', 'Kyunghyun Cho', 'Roland Memisevic', 'Yoshua Bengio']",https://arxiv.org/abs/1412.2007,['cs.CL'],"Submitted 18 March, 2015; v1 submitted 5 December, 2014;
      originally announced December 2014."
69,Variational Recurrent Auto-Encoders,"['Otto Fabius', 'Joost R. van Amersfoort']",https://arxiv.org/abs/1412.6581,"['stat.ML', 'cs.LG', 'cs.NE']","Submitted 15 June, 2015; v1 submitted 19 December, 2014;
      originally announced December 2014."
70,Semantic Modelling with Long-Short-Term Memory for Information Retrieval,"['H. Palangi', 'L. Deng', 'Y. Shen', 'J. Gao', 'X. He', 'J. Chen', 'X. Song', 'R. Ward']",https://arxiv.org/abs/1412.6629,['cs.IR'],"Submitted 27 February, 2015; v1 submitted 20 December, 2014;
      originally announced December 2014."
71,Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN),"['Junhua Mao', 'Wei Xu', 'Yi Yang', 'Jiang Wang', 'Zhiheng Huang', 'Alan Yuille']",https://arxiv.org/abs/1412.6632,"['cs.CV', 'cs.CL', 'cs.LG']","Submitted 11 June, 2015; v1 submitted 20 December, 2014;
      originally announced December 2014."
72,Joint RNN-Based Greedy Parsing and Word Composition,"['Joël Legrand', 'Ronan Collobert']",https://arxiv.org/abs/1412.7028,"['cs.LG', 'cs.CL', 'cs.NE']","Submitted 10 April, 2015; v1 submitted 22 December, 2014;
      originally announced December 2014."
73,Attention for Fine-Grained Categorization,"['Pierre Sermanet', 'Andrea Frome', 'Esteban Real']",https://arxiv.org/abs/1412.7054,"['cs.CV', 'cs.LG', 'cs.NE']","Submitted 10 April, 2015; v1 submitted 22 December, 2014;
      originally announced December 2014."
74,Learning Longer Memory in Recurrent Neural Networks,"['Tomas Mikolov', 'Armand Joulin', 'Sumit Chopra', 'Michael Mathieu', ""Marc'Aurelio Ranzato""]",https://arxiv.org/abs/1412.7753,"['cs.NE', 'cs.LG']","Submitted 16 April, 2015; v1 submitted 24 December, 2014;
      originally announced December 2014."
75,Sequence Modeling using Gated Recurrent Neural Networks,['Mohammad Pezeshki'],https://arxiv.org/abs/1501.00299,"['cs.NE', 'cs.LG']","Submitted 1 January, 2015; 
      originally announced January 2015."
76,An Empirical Study of the L2-Boost technique with Echo State Networks,['Sebastián Basterrech'],https://arxiv.org/abs/1501.00503,"['cs.LG', 'cs.NE']","Submitted 2 January, 2015; 
      originally announced January 2015."
77,Scaling Recurrent Neural Network Language Models,"['Will Williams', 'Niranjani Prasad', 'David Mrva', 'Tom Ash', 'Tony Robinson']",https://arxiv.org/abs/1502.00512,"['cs.CL', 'cs.LG']","Submitted 2 February, 2015; 
      originally announced February 2015."
78,Gated Feedback Recurrent Neural Networks,"['Junyoung Chung', 'Caglar Gulcehre', 'Kyunghyun Cho', 'Yoshua Bengio']",https://arxiv.org/abs/1502.02367,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 17 June, 2015; v1 submitted 9 February, 2015;
      originally announced February 2015."
79,Near-optimal adjacency labeling scheme for power-law graphs,"['Casper Petersen', 'Noy Rotbart', 'Jakob Grue Simonsen', 'Christian Wulff-Nilsen']",https://arxiv.org/abs/1502.03971,"['cs.DC', 'cs.DS']","Submitted 13 February, 2015; 
      originally announced February 2015."
80,A hypothesize-and-verify framework for Text Recognition using Deep Recurrent Neural Networks,"['Anupama Ray', 'Sai Rajeswar', 'Santanu Chaudhury']",https://arxiv.org/abs/1502.07540,['cs.CV'],"Submitted 26 February, 2015; 
      originally announced February 2015."
81,Describing Videos by Exploiting Temporal Structure,"['Li Yao', 'Atousa Torabi', 'Kyunghyun Cho', 'Nicolas Ballas', 'Christopher Pal', 'Hugo Larochelle', 'Aaron Courville']",https://arxiv.org/abs/1502.08029,"['stat.ML', 'cs.AI', 'cs.CL', 'cs.CV', 'cs.LG']","Submitted 30 September, 2015; v1 submitted 27 February, 2015;
      originally announced February 2015."
82,Improved Semantic Representations From Tree-Structured Long Short-Term Memory Networks,"['Kai Sheng Tai', 'Richard Socher', 'Christopher D. Manning']",https://arxiv.org/abs/1503.00075,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 30 May, 2015; v1 submitted 28 February, 2015;
      originally announced March 2015."
83,When Are Tree Structures Necessary for Deep Learning of Representations?,"['Jiwei Li', 'Minh-Thang Luong', 'Dan Jurafsky', 'Eudard Hovy']",https://arxiv.org/abs/1503.00185,"['cs.AI', 'cs.CL']","Submitted 18 August, 2015; v1 submitted 28 February, 2015;
      originally announced March 2015."
84,Convolutional LSTM Networks for Subcellular Localization of Proteins,"['Søren Kaae Sønderby', 'Casper Kaae Sønderby', 'Henrik Nielsen', 'Ole Winther']",https://arxiv.org/abs/1503.01919,"['q-bio.QM', 'cs.NE']","Submitted 6 March, 2015; 
      originally announced March 2015."
85,Neural Responding Machine for Short-Text Conversation,"['Lifeng Shang', 'Zhengdong Lu', 'Hang Li']",https://arxiv.org/abs/1503.02364,"['cs.CL', 'cs.AI', 'cs.NE']","Submitted 26 April, 2015; v1 submitted 8 March, 2015;
      originally announced March 2015."
86,Single stream parallelization of generalized LSTM-like RNNs on a GPU,"['Kyuyeon Hwang', 'Wonyong Sung']",https://arxiv.org/abs/1503.02852,"['cs.NE', 'cs.LG']","Submitted 10 March, 2015; 
      originally announced March 2015."
87,Long Short-Term Memory Over Tree Structures,"['Xiaodan Zhu', 'Parinaz Sobhani', 'Hongyu Guo']",https://arxiv.org/abs/1503.04881,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 16 March, 2015; 
      originally announced March 2015."
88,$gen$CNN: A Convolutional Architecture for Word Sequence Prediction,"['Mingxuan Wang', 'Zhengdong Lu', 'Hang Li', 'Wenbin Jiang', 'Qun Liu']",https://arxiv.org/abs/1503.05034,['cs.CL'],"Submitted 24 April, 2015; v1 submitted 17 March, 2015;
      originally announced March 2015."
89,End-To-End Memory Networks,"['Sainbayar Sukhbaatar', 'Arthur Szlam', 'Jason Weston', 'Rob Fergus']",https://arxiv.org/abs/1503.08895,"['cs.NE', 'cs.CL']","Submitted 24 November, 2015; v1 submitted 30 March, 2015;
      originally announced March 2015."
90,Beyond Short Snippets: Deep Networks for Video Classification,"['Joe Yue-Hei Ng', 'Matthew Hausknecht', 'Sudheendra Vijayanarasimhan', 'Oriol Vinyals', 'Rajat Monga', 'George Toderici']",https://arxiv.org/abs/1503.08909,['cs.CV'],"Submitted 13 April, 2015; v1 submitted 31 March, 2015;
      originally announced March 2015."
91,A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,"['Quoc V. Le', 'Navdeep Jaitly', 'Geoffrey E. Hinton']",https://arxiv.org/abs/1504.00941,"['cs.NE', 'cs.LG']","Submitted 7 April, 2015; v1 submitted 3 April, 2015;
      originally announced April 2015."
92,Deep Recurrent Neural Networks for Acoustic Modelling,"['William Chan', 'Ian Lane']",https://arxiv.org/abs/1504.01482,"['cs.LG', 'cs.CL', 'cs.NE', 'stat.ML']","Submitted 7 April, 2015; 
      originally announced April 2015."
93,Transferring Knowledge from a RNN to a DNN,"['William Chan', 'Nan Rosemary Ke', 'Ian Lane']",https://arxiv.org/abs/1504.01483,"['cs.LG', 'cs.CL', 'cs.NE', 'stat.ML']","Submitted 7 April, 2015; 
      originally announced April 2015."
94,Modeling Spatial-Temporal Clues in a Hybrid Deep Learning Framework for Video Classification,"['Zuxuan Wu', 'Xi Wang', 'Yu-Gang Jiang', 'Hao Ye', 'Xiangyang Xue']",https://arxiv.org/abs/1504.01561,"['cs.CV', 'cs.MM']","Submitted 7 April, 2015; 
      originally announced April 2015."
95,Bidirectional Recurrent Neural Networks as Generative Models - Reconstructing Gaps in Time Series,"['Mathias Berglund', 'Tapani Raiko', 'Mikko Honkala', 'Leo Kärkkäinen', 'Akos Vetek', 'Juha Karhunen']",https://arxiv.org/abs/1504.01575,"['cs.LG', 'cs.NE']","Submitted 2 November, 2015; v1 submitted 7 April, 2015;
      originally announced April 2015."
96,Compositional Vector Space Models for Knowledge Base Completion,"['Arvind Neelakantan', 'Benjamin Roth', 'Andrew McCallum']",https://arxiv.org/abs/1504.06662,"['cs.CL', 'stat.ML']","Submitted 27 May, 2015; v1 submitted 24 April, 2015;
      originally announced April 2015."
97,Differential Recurrent Neural Networks for Action Recognition,"['Vivek Veeriah', 'Naifan Zhuang', 'Guo-Jun Qi']",https://arxiv.org/abs/1504.06678,['cs.CV'],"Submitted 24 April, 2015; 
      originally announced April 2015."
